0.96,-1.5707963267948966
0.96,-1.562069680534925
0.96,-1.5533430342749532
0.96,-1.5446163880149817
0.97,-1.53588974175501
0.97,-1.5271630954950384
0.97,-1.5184364492350666
0.97,-1.509709802975095
0.97,-1.5009831567151233
0.97,-1.4922565104551517
0.98,-1.4835298641951802
0.97,-1.4748032179352084
0.97,-1.4660765716752369
0.98,-1.457349925415265
0.98,-1.4486232791552935
0.99,-1.4398966328953218
0.99,-1.4311699866353502
1.0,-1.4224433403753785
1.0,-1.413716694115407
1.01,-1.4049900478554354
1.0,-1.3962634015954636
1.01,-1.387536755335492
1.01,-1.3788101090755203
1.02,-1.3700834628155487
1.02,-1.361356816555577
1.02,-1.3526301702956054
1.02,-1.3439035240356336
1.02,-1.335176877775662
1.02,-1.3264502315156905
1.03,-1.3177235852557188
1.03,-1.3089969389957472
1.04,-1.3002702927357754
1.04,-1.2915436464758039
1.05,-1.2828170002158321
1.05,-1.2740903539558606
1.05,-1.2653637076958888
1.06,-1.2566370614359172
1.06,-1.2479104151759457
1.06,-1.239183768915974
1.07,-1.2304571226560024
1.07,-1.2217304763960306
1.08,-1.213003830136059
1.09,-1.2042771838760873
1.09,-1.1955505376161157
1.09,-1.186823891356144
1.1,-1.1780972450961724
1.1,-1.1693705988362009
1.11,-1.160643952576229
1.12,-1.1519173063162573
1.12,-1.1431906600562858
1.12,-1.1344640137963142
1.13,-1.1257373675363425
1.13,-1.117010721276371
1.14,-1.1082840750163991
1.15,-1.0995574287564276
1.15,-1.090830782496456
1.15,-1.0821041362364843
1.16,-1.0733774899765125
1.16,-1.064650843716541
1.17,-1.0559241974565694
1.18,-1.0471975511965979
1.18,-1.038470904936626
1.19,-1.0297442586766543
1.2,-1.0210176124166828
1.2,-1.0122909661567112
1.22,-1.0035643198967394
1.22,-0.9948376736367678
1.23,-0.9861110273767961
1.24,-0.9773843811168245
1.25,-0.9686577348568529
1.26,-0.9599310885968813
1.27,-0.9512044423369096
1.28,-0.9424777960769379
1.29,-0.9337511498169663
1.3,-0.9250245035569946
1.31,-0.916297857297023
1.32,-0.9075712110370513
1.32,-0.8988445647770796
1.34,-0.8901179185171081
1.34,-0.8813912722571364
1.35,-0.8726646259971648
1.36,-0.8639379797371931
1.37,-0.8552113334772214
1.39,-0.8464846872172498
1.41,-0.8377580409572781
1.42,-0.8290313946973065
1.44,-0.8203047484373348
1.45,-0.8115781021773633
1.47,-0.8028514559173916
1.48,-0.7941248096574199
1.5,-0.7853981633974483
1.51,-0.7766715171374766
1.53,-0.767944870877505
1.54,-0.7592182246175333
1.55,-0.7504915783575616
1.57,-0.74176493209759
1.58,-0.7330382858376183
